Rank	Score	Type	ID	Name	Description
213	74.51	cp	BRD-K20285085	fostamatinib	SYK inhibitor
214	74.29	cp	BRD-A68930007	ouabain	ATPase inhibitor
221	73.55	cp	BRD-M00539986	formoterol	Adrenergic receptor agonist
232	73.11	cp	BRD-A70731303	avrainvillamide-analog-5	nucleophosmin inhibitor
236	72.6	cp	BRD-K55677650	CO-101244	Ionotropic glutamate receptor antagonist
242	72.17	cp	BRD-A15079084	phorbol-12-myristate-13-acetate	PKC activator
247	71.82	cp	BRD-K63606607	bufalin	ATPase inhibitor
248	71.76	cp	BRD-A28105619	cucurbitacin-i	JAK inhibitor
252	71.49	cp	BRD-K17705806	JTC-801	Opioid receptor antagonist
259	71.13	cp	BRD-A29644307	nomifensine	Dopamine uptake inhibitor
261	71.1	cp	BRD-A16754160	ampicillin	Bacterial cell wall synthesis inhibitor
267	70.36	cp	BRD-K00486786	RO-08-2750	NGF binding inhibitor
273	69.69	cp	BRD-K11911061	GR-127935	Serotonin receptor antagonist
280	69.15	cp	BRD-K44432556	VU-0418946-1	HIF modulator
292	68.24	cp	BRD-K18518344	digitoxigenin	ATPase inhibitor
298	67.88	cp	BRD-K91145395	prostratin	PKC activator
300	67.75	cp	BRD-K60219430	serdemetan	MDM inhibitor
305	67.59	cp	BRD-K71823332	epothilone-a	Microtubule stabilizing agent
307	67.47	cp	BRD-K17953061	staurosporine	PKC inhibitor
313	67.09	cp	BRD-A83892713	rifampicin	RNA polymerase inhibitor
315	66.99	cp	BRD-K14618467	IKK-16	IKK inhibitor
319	66.7	cp	BRD-K22193694	dioxybenzone	Topical sunscreen agent
320	66.68	cp	BRD-K73290745	ICI-199441	Opioid receptor agonist
324	66.5	cp	BRD-K66296774	fluvastatin	HMGCR inhibitor
326	66.43	cp	BRD-K59753975	vindesine	Tubulin inhibitor
331	66.25	cp	BRD-A30435184	metergoline	Dopamine receptor agonist
333	66.17	cp	BRD-K47679368	bromfenac	Cyclooxygenase inhibitor
334	66.16	cp	BRD-U51951544	ZG-10	JNK inhibitor
336	66.02	cp	BRD-U44700465	HG-5-88-01	Protein kinase inhibitor
338	65.83	cp	BRD-K30743633	TCPOBOP	CAR agonist
340	65.67	cp	BRD-A27489425	rolitetracycline	Bacterial 30S ribosomal subunit inhibitor
343	65.58	cp	BRD-K50417881	eticlopride	Dopamine receptor antagonist
344	65.41	cp	BRD-K81169441	cerivastatin	HMGCR inhibitor
349	65	cp	BRD-K22010301	JLK-6	Gamma secretase inhibitor
351	64.83	cp	BRD-K75295174	alisertib	Aurora kinase inhibitor
355	64.22	cp	BRD-K38615104	A-443644	AKT inhibitor
356	64.14	cp	BRD-K35960502	niclosamide	DNA replication inhibitor
361	63.85	cp	BRD-K37516142	idebenone	Calcium channel modulator
362	63.8	cp	BRD-A41145729	methoprene-acid	Retinoid receptor agonist
368	63.44	cp	BRD-K89210380	biotin	Vitamin B
375	62.99	cp	BRD-K95435023	PHA-665752	c-Met inhibitor
376	62.81	cp	BRD-A37347161	BRL-52537	Opioid receptor agonist
378	62.5	cp	BRD-A72711497	lasalocid	Bacterial permeability inducer
384	62.25	cp	BRD-K85503079	perospirone	Dopamine receptor antagonist
393	61.67	cp	BRD-K25875056	SC-9	Protein tyrosine kinase activator
395	61.63	cp	BRD-K19605405	ZM-241385	Adenosine receptor antagonist
400	61.54	cp	BRD-A85860691	chaetocin	Histone lysine methyltransferase inhibitor
405	61.41	cp	BRD-A73909368	dactinomycin	RNA polymerase inhibitor
408	61.22	cp	BRD-K40919711	BAPTA-AM	Potassium channel blocker
414	60.84	cp	BRD-K29313308	HDAC3-selective	HDAC inhibitor
423	60.16	cp	BRD-K11558771	droxinostat	HDAC inhibitor
424	60.09	cp	BRD-K76907295	VU-0418947-2	HIF modulator
425	60.08	cp	BRD-K49669041	BX-912	Pyruvate dehydrogenase kinase inhibitor
441	58.9	cp	BRD-K82216340	medroxyprogesterone	progesterone receptor agonist
450	58.47	cp	BRD-K05350981	oligomycin-c	ATPase inhibitor
452	58.36	cp	BRD-K54233340	dorsomorphin	AMPK inhibitor
456	58.15	cp	BRD-A34205397	suloctidil	Adrenergic receptor antagonist
458	58.14	cp	BRD-K64610608	EMF-bca1-57	caspase inhibitor
463	58	cp	BRD-K24859147	KIN001-242	Protein kinase inhibitor
465	57.85	cp	BRD-A99177642	deltaline	Acetylcholine receptor antagonist
468	57.78	cp	BRD-K70914287	BIBX-1382	EGFR inhibitor
473	57.28	cp	BRD-K32398298	alprazolam	Benzodiazepine receptor agonist
487	56.16	cp	BRD-K17896185	FIT	Opioid receptor agonist
494	55.75	cp	BRD-K30677119	PP-30	RAF inhibitor
497	55.57	cp	BRD-K54416256	methimazole	Antithyroid
507	54.96	cp	BRD-A61856038	tremulacin	Lipoxygenase inhibitor
510	54.79	cp	BRD-A07780951	orciprenaline	Adrenergic receptor agonist
511	54.73	cp	BRD-K23566484	nilutamide	Androgen receptor antagonist
515	54.36	cp	BRD-A75402480	desoxycorticosterone	Mineralocorticoid receptor agonist
520	54.2	cp	BRD-K08502430	angiogenesis-inhibitor	Angiogenesis inhibitor
521	54.17	cp	BRD-K77987382	mebendazole	Tubulin inhibitor
528	53.84	cp	BRD-K26997899	SA-792574	Microtubule inhibitor
530	53.79	cp	BRD-K69840642	ISOX	HDAC inhibitor
544	52.96	cp	BRD-K27450477	EHNA	Adenosine deaminase inhibitor
546	52.94	cp	BRD-A52650764	ingenol	PKC activator
556	52.45	cp	BRD-K02407574	parbendazole	Tubulin inhibitor
563	51.95	cp	BRD-K09549677	mibefradil	T-type calcium channel blocker
565	51.77	cp	BRD-K09638361	SA-63133	-666
569	51.65	cp	BRD-K97399794	quercetin	Polar auxin transport inhibitor
571	51.64	cp	BRD-A45333398	periplocymarin	Apoptosis stimulant
577	51.44	cp	BRD-K09668667	benzo(a)pyrene	Carcinogen
584	51.29	cp	BRD-K91900765	VX-745	p38 MAPK inhibitor
588	51.15	cp	BRD-K17743697	KB-R7943	Sodium/calcium exchange inhibitor
590	50.95	cp	BRD-K80431395	triciribine	AKT inhibitor
591	50.9	cp	BRD-K15935639	z-leu3-VS	Proteasome inhibitor
595	50.71	cp	BRD-A79314293	cephalosporanic-acid	Bacterial cell wall synthesis inhibitor
597	50.68	cp	BRD-A51182606	chloramphenicol	Protein synthesis inhibitor
613	50.02	cp	BRD-K77998258	ganglioside	SRC activator
615	49.95	cp	BRD-A39390670	rabeprazole	ATPase inhibitor
625	49.49	cp	BRD-K07237224	moclobemide	Monoamine oxidase inhibitor
627	49.38	cp	BRD-K66206289	lobeline	Acetylcholine receptor antagonist
629	49.35	cp	BRD-K46056750	AZD-7762	CHK inhibitor
634	49.21	cp	BRD-K27184429	levocetirizine	Histamine receptor antagonist
640	48.88	cp	BRD-K09537769	NU-7026	DNA dependent protein kinase inhibitor
645	48.65	cp	BRD-K97365803	PI-828	PI3K inhibitor
649	48.44	cp	BRD-A62434282	goserelin	Gonadotropin releasing factor hormone receptor agonist
651	48.37	cp	BRD-K94441233	mevastatin	HMGCR inhibitor
652	48.37	cp	BRD-K94830329	ataluren	CFTR channel agonist
657	48.15	cp	BRD-K64517075	heliomycin	ATP synthase inhibitor
659	48.06	cp	BRD-K06543683	bisindolylmaleimide-ix	CDK inhibitor
671	47.13	cp	BRD-K76840893	RS-17053	Adrenergic receptor antagonist
673	46.91	cp	BRD-A60070924	alpha-estradiol	Estrogen receptor agonist
677	46.8	cp	BRD-K24576554	AT-9283	JAK inhibitor
681	46.53	cp	BRD-K44442813	pidotimod	Interferon receptor agonist
682	46.52	cp	BRD-K11927976	ER-27319	Mediator release inhibitor
687	46.35	cp	BRD-A19248578	latrunculin-b	Actin polymerization inhibitor
688	46.31	cp	BRD-A67748489	K3644	Kinesin-like spindle protein inhibitor
693	46.12	cp	BRD-A18579359	wiskostatin	Neural Wiskott-Aldrich syndrome protein inhibitor
695	46.07	cp	BRD-K83144676	olmesartan	Angiotensin antagonist
702	45.82	cp	BRD-K19227686	phenolphthalein	Indicator dye
704	45.79	cp	BRD-K81418486	vorinostat	HDAC inhibitor
707	45.72	cp	BRD-K97354755	SU-6656	SRC inhibitor
710	45.66	cp	BRD-A55369275	CGP-54626	GABA receptor antagonist
711	45.64	cp	BRD-K93201660	ML-7	Myosin light chain kinase inhibitor
713	45.48	cp	BRD-K77677632	SB-200646	Serotonin receptor antagonist
719	45.21	cp	BRD-K63641886	cefuroxime	Bacterial cell wall synthesis inhibitor
726	44.81	cp	BRD-K43389675	daunorubicin	RNA synthesis inhibitor
734	44.48	cp	BRD-K87909389	alvocidib	CDK inhibitor
739	44.32	cp	BRD-K47539947	tetradecylthioacetic-acid	Lipid peroxidase inhibitor
748	43.82	cp	BRD-A71459254	cymarin	ATPase inhibitor
749	43.75	cp	BRD-K13810148	givinostat	HDAC inhibitor
754	43.38	cp	BRD-K99545815	PF-562271	Focal adhesion kinase inhibitor
755	43.38	cp	BRD-K41170226	deoxycholic-acid	G protein-coupled receptor agonist
761	43.12	cp	BRD-A62057054	MDL-11939	Serotonin receptor antagonist
769	42.74	cp	BRD-K78122587	NNC-55-0396	T-type calcium channel blocker
786	41.89	cp	BRD-A13122391	triptolide	RNA polymerase inhibitor
787	41.8	cp	BRD-K14993104	bemegride	Chemoreceptor agonist
788	41.8	cp	BRD-K07881437	danusertib	Aurora kinase inhibitor
794	41.48	cp	BRD-A22844106	tenoxicam	Cyclooxygenase inhibitor
795	41.47	cp	BRD-A41304429	practolol	Adrenergic receptor antagonist
797	41.43	cp	BRD-K80396088	gliquidone	Sulfonylurea
805	41.07	cp	BRD-K99964838	bosutinib	ABL inhibitor
810	40.79	cp	BRD-K63089472	farnesylthioacetic-acid	Inhibitor of methyl esterification of farnesylated proteins
816	40.62	cp	BRD-A24543851	nornicotine	Acetylcholine receptor agonist
822	40.49	cp	BRD-K36009368	NNC-63-0532	Opioid receptor agonist
824	40.43	cp	BRD-K82036761	sertraline	Serotonin receptor antagonist
826	40.25	cp	BRD-K05181084	NGB-2904	Dopamine receptor antagonist
827	40.25	cp	BRD-A07000685	hydrocortisone	Glucocorticoid receptor agonist
828	40.24	cp	BRD-K31491153	1-phenylbiguanide	Serotonin receptor agonist
829	40.2	cp	BRD-A11678676	wortmannin	PI3K inhibitor
830	40.16	cp	BRD-K05653692	DL-PDMP	Glucosyltransferase inhibitor
835	39.89	cp	BRD-K88358234	xaliproden	Serotonin receptor agonist
841	39.59	cp	BRD-K07996107	harpagoside	Acetylcholinesterase inhibitor
857	39.11	cp	BRD-K00337317	NU-7441	DNA dependent protein kinase inhibitor
862	38.89	cp	BRD-K46556543	canrenoic-acid	Mineralocorticoid receptor antagonist
863	38.76	cp	BRD-K53523901	arctigenin	MEK inhibitor
865	38.69	cp	BRD-K32292990	CGP-53353	EGFR inhibitor
867	38.61	cp	BRD-K83289131	CAY-10618	NAMPT inhibitor
869	38.54	cp	BRD-K13390322	AT-7519	CDK inhibitor
874	38.26	cp	BRD-K93658967	aloisine	CDK inhibitor
878	37.97	cp	BRD-A73741725	exemestane	Aromatase inhibitor
879	37.96	cp	BRD-A47706533	L-BSO	Glutathione transferase inhibitor
885	37.81	cp	BRD-A20126139	medrysone	Glucocorticoid receptor agonist
886	37.74	cp	BRD-K16406336	methylene-blue	Guanylyl cyclase inhibitor
887	37.69	cp	BRD-K51805276	temefos	Cholinesterase inhibitor
891	37.56	cp	BRD-A23637604	oxymetholone	Androgen receptor agonist
893	37.44	cp	BRD-K53414658	tivozanib	VEGFR inhibitor
901	37.13	cp	BRD-K26674531	GR-235	Estrogen receptor agonist
904	37.06	cp	BRD-K15600710	obatoclax	BCL inhibitor
910	36.94	cp	BRD-K82823804	SA-792987	PKC inhibitor
916	36.5	cp	BRD-K69650333	idarubicin	Topoisomerase inhibitor
919	36.44	cp	BRD-K66019333	oxantel	Anthelmintic
926	36.18	cp	BRD-A89337244	PD-102807	Acetylcholine receptor antagonist
928	36.14	cp	BRD-K63792901	arecaidine	Acetylcholine receptor agonist
933	36.06	cp	BRD-A93477898	PETCM	Caspase activator
934	36	cp	BRD-A95513702	androsta-1,4-dien-3,17-dione	Aromatase inhibitor
939	35.92	cp	BRD-K06198550	isorotenone	Mitochondrial complex I inhibitor
941	35.89	cp	BRD-K69932463	AZD-8055	MTOR inhibitor
949	35.6	cp	BRD-K59331372	SB-366791	TRPV antagonist
952	35.46	cp	BRD-K14536225	piceid	Glucosidase inhibitor
953	35.34	cp	BRD-A54596827	solifenacin	Acetylcholine receptor antagonist
954	35.3	cp	BRD-K51302260	KU-C103871	GSP agonist
956	35.27	cp	BRD-K70490179	rimcazole	Sigma receptor antagonist
957	35.26	cp	BRD-A65076780	dihydroergocristine	Adrenergic receptor antagonist
959	35.14	cp	BRD-K65910366	KUC103904N	-666
969	34.73	cp	BRD-A59985574	topotecan	Topoisomerase inhibitor
970	34.7	cp	BRD-K86003836	flubendazole	Tubulin inhibitor
971	34.69	cp	BRD-K60923938	veratridine	Sodium channel activator
973	34.67	cp	BRD-K55034111	pefloxacin	Bacterial DNA gyrase inhibitor
977	34.51	cp	BRD-K60174629	z-prolyl-prolinal	Prolyl endopeptidase inhibitor
978	34.51	cp	BRD-K74112339	acetohydroxamic-acid	Urease inhibitor
980	34.46	cp	BRD-K60460488	nelfinavir	HIV protease inhibitor
991	34.23	cp	BRD-A16444946	acarbose	Glucosidase inhibitor
993	34.18	cp	BRD-K05434375	HA-1004	Calcium channel blocker
999	33.89	cp	BRD-K83837640	JNJ-26854165	HDAC inhibitor
1002	33.74	cp	BRD-K05906022	limonin	HIV protease inhibitor
1004	33.7	cp	BRD-K51485625	ritonavir	HIV protease inhibitor
1005	33.62	cp	BRD-K07265709	razoxane	Chelating agent
1015	33.38	cp	BRD-K69328504	L-690488	Inositol monophosphatase inhibitor
1019	33.25	cp	BRD-A75935363	atracurium	Acetylcholine receptor antagonist
1022	33.2	cp	BRD-K77008974	WYE-354	MTOR inhibitor
1025	33.01	cp	BRD-K04548931	pidorubicine	Topoisomerase inhibitor
1027	32.96	cp	BRD-U88459701	atorvastatin	HMGCR inhibitor
1028	32.91	cp	BRD-A54927599	KF-38789	P-selectin inhibitor
1029	32.88	cp	BRD-K79124250	ioxaglic-acid	Radiopaque medium
1032	32.71	cp	BRD-K32311154	nifekalant	Potassium channel blocker
1033	32.68	cp	BRD-K04976539	aminogenistein	SRC inhibitor
1035	32.56	cp	BRD-K50387473	XMD-892	MAP kinase inhibitor
1039	32.45	cp	BRD-K47323024	methapyrilene	Histamine receptor antagonist
1041	32.41	cp	BRD-K76133116	benzydamine	Membrane integrity inhibitor
1042	32.35	cp	BRD-K51018020	VAMA-37	DNA dependent protein kinase inhibitor
1043	32.33	cp	BRD-K18316707	O-1918	Cannabinoid receptor antagonist
1044	32.3	cp	BRD-K51318897	fenbendazole	Tubulin inhibitor
1051	32.08	cp	BRD-K63151507	MNITMT	Lymphocyte inhibitor
1058	31.91	cp	BRD-K12502280	TG-101348	FLT3 inhibitor
1075	31.37	cp	BRD-A60245366	AS-601245	JNK inhibitor
1083	31.24	cp	BRD-K06335600	tizanidine	Adrenergic receptor agonist
1088	31.13	cp	BRD-K86930074	cediranib	KIT inhibitor
1098	30.99	cp	BRD-A87848830	bimatoprost	Prostanoid receptor agonist
1099	30.97	cp	BRD-A70407468	PSB-36	Adenosine receptor antagonist
1104	30.85	cp	BRD-K04887706	AKT-inhibitor-1-2	AKT inhibitor
1108	30.73	cp	BRD-K68103045	CGS-20625	Benzodiazepine receptor agonist
1110	30.58	cp	BRD-K96263742	GW-7647	PPAR receptor agonist
1114	30.41	cp	BRD-A48720949	testosterone	androgen receptor agonist
1118	30.29	cp	BRD-K95992530	Cyclo-[Arg-Gly-Asp-D-Phe-Val]	integrin antagonist
1123	30.14	cp	BRD-A36471396	biperiden	Acetylcholine receptor antagonist
1125	29.99	cp	BRD-A62182663	YK-4279	Apoptosis stimulant
1129	29.94	cp	BRD-K13211965	L-741742	Dopamine receptor antagonist
1130	29.88	cp	BRD-K15409150	penfluridol	T-type calcium channel blocker
1131	29.81	cp	BRD-K62965247	tipifarnib-P2	farnesyltransferase inhibitor
1145	29.38	cp	BRD-K97309399	thiothixene	Dopamine receptor antagonist
1151	29.23	cp	BRD-K96778649	tyrphostin-47	EGFR inhibitor
1156	29.1	cp	BRD-A88282067	delcorine	Antiarrhythmic
1157	29.1	cp	BRD-K41143549	BRD-K41143549	Glutamate receptor antagonist
1164	28.89	cp	BRD-A40639672	ketorolac	Cyclooxygenase inhibitor
1172	28.66	cp	BRD-K52075715	oxibendazole	Tubulin inhibitor
1177	28.53	cp	BRD-A17448384	beclometasone	Glucocorticoid receptor agonist
1180	28.46	cp	BRD-K30189597	SYK-inhibitor	SYK inhibitor
1186	28.34	cp	BRD-A06352418	terfenadine	Histamine receptor antagonist
1200	28.15	cp	BRD-K64890080	BI-2536	PLK inhibitor
1204	28.07	cp	BRD-K52080565	rilmenidine	Imidazoline receptor agonist
1206	28.01	cp	BRD-K61829047	7b-cis	Exportin antagonist
1208	27.96	cp	BRD-A84481105	thioridazine	Dopamine receptor antagonist
1215	27.8	cp	BRD-K77908580	entinostat	HDAC inhibitor
1220	27.67	cp	BRD-K46424862	hymecromone	Monoamine oxidase inhibitor
1222	27.64	cp	BRD-K49294207	BIBU-1361	EGFR inhibitor
1223	27.63	cp	BRD-K43290182	Ro-04-6790	Serotonin receptor antagonist
1233	27.37	cp	BRD-A99571536	dubinidine	Anti-epileptic
1240	27.18	cp	BRD-K18895904	olanzapine	Dopamine receptor antagonist
1241	27.16	cp	BRD-K37206356	rhamnetin	HDAC inhibitor
1243	27.15	cp	BRD-K62353524	DY-131	Estrogen receptor agonist
1244	27.12	cp	BRD-K60623809	SU-11652	Tyrosine kinase inhibitor
1245	27.11	cp	BRD-K23192422	lestaurtinib	FLT3 inhibitor
1247	27.1	cp	BRD-K76274772	MAPP-D-erythro	Ceramidase inhibitor
1248	27.08	cp	BRD-K03440695	boldine	Acetylcholine receptor antagonist
1255	26.85	cp	BRD-K48932581	cetraxate	Mucus protecting agent
1257	26.82	cp	BRD-K31987754	oleylethanolamide	Cannabinoid receptor agonist
1262	26.71	cp	BRD-A81177136	KN-62	Calcium-calmodulin dependent protein kinase inhibitor
1269	26.48	cp	BRD-K89732114	trifluoperazine	Dopamine receptor antagonist
1270	26.46	cp	BRD-K13169950	NSC-3852	HDAC inhibitor
1274	26.33	cp	BRD-K18194590	mephentermine	Adrenergic receptor agonist
1280	26.22	cp	BRD-K68620903	dydrogesterone	Progesterone receptor agonist
1283	26.18	cp	BRD-A25067867	benzatropine	Acetylcholine receptor antagonist
1285	26.1	cp	BRD-A71765365	mepireserpate	Catecholamine depleting sympatholytic
1292	25.95	cp	BRD-U25771771	WZ-4-145	EGFR inhibitor
1300	25.82	cp	BRD-K71499074	diclofenamide	Carbonic anhydrase inhibitor
1301	25.82	cp	BRD-K73196317	urapidil	Adrenergic receptor antagonist
1302	25.81	cp	BRD-K21806131	tegaserod	Serotonin receptor partial agonist
1303	25.78	cp	BRD-A13946108	sulindac	Cyclooxygenase inhibitor
1305	25.73	cp	BRD-K76805682	SB-415286	Glycogen synthase kinase inhibitor
1319	25.34	cp	BRD-A73605923	mocimycin	Protein synthesis inhibitor
1329	25.13	cp	BRD-K52522949	NCH-51	HDAC inhibitor
1332	25.09	cp	BRD-A10977446	carvedilol	Adrenergic receptor antagonist
1338	24.9	cp	BRD-K83010055	VU-0415374-1	Glutamate receptor modulator
1339	24.87	cp	BRD-A07875874	cilnidipine	Calcium channel blocker
1346	24.65	cp	BRD-K08554278	bisbenzimide	DNA binding agent
1347	24.61	cp	BRD-K79092138	nitrofural	Bacterial DNA inhibitor
1351	24.47	cp	BRD-A98299281	velnacrine	cholinesterase inhibitor
1352	24.42	cp	BRD-K21936341	oxotremorine	Acetylcholine receptor agonist
1360	24.35	cp	BRD-A08003242	rhodomyrtoxin-b	sodium fluorescein uptake inhibitor
1370	24.1	cp	BRD-K62810658	PD-98059	MEK inhibitor
1378	23.88	cp	BRD-K13544237	r(-)-propylnorapomorphine	Dopamine receptor agonist
1383	23.8	cp	BRD-K89014967	AS-703026	MEK inhibitor
1388	23.65	cp	BRD-K67100011	pivmecillinam	Bacterial cell wall synthesis inhibitor
1391	23.59	cp	BRD-K10860596	granisetron	Serotonin receptor antagonist
1393	23.55	cp	BRD-A52660433	tetrindole	Monoamine oxidase inhibitor
1395	23.53	cp	BRD-K90543092	levonorgestrel	Estrogen receptor agonist
1400	23.35	cp	BRD-K59633790	VU-0420363-1	SARS coronavirus 3C-like protease inhibitor
1401	23.32	cp	BRD-K03557653	sappanone-a	Tyrosinase inhibitor
1403	23.28	cp	BRD-K83302049	protopine	Histamine receptor antagonist
1406	23.21	cp	BRD-K44876623	zolpidem	Benzodiazepine receptor agonist
1410	23.05	cp	BRD-K23913458	coumarin	Vitamin K antagonist
1412	22.99	cp	BRD-K30697463	desoximetasone	Glucocorticoid receptor agonist
1413	22.99	cp	BRD-A35519318	benidipine	Calcium channel blocker
1415	22.94	cp	BRD-K61480498	epoxycholesterol	LXR agonist
1421	22.88	cp	BRD-K67844266	MLN-4924	Nedd activating enzyme inhibitor
1425	22.77	cp	BRD-K88701661	dimercaptosuccinic-acid	Chelating agent
1426	22.76	cp	BRD-A43974499	reboxetine	Adrenergic receptor antagonist
1428	22.7	cp	BRD-K05804044	AZ-628	RAF inhibitor
1430	22.66	cp	BRD-A68929948	DAPT-GSI-IX	Gamma secretase inhibitor
1432	22.63	cp	BRD-A39290993	cyproterone	Androgen receptor antagonist
1433	22.62	cp	BRD-K64341947	CFM-1571	Guanylate cyclase activator
1436	22.58	cp	BRD-K06878038	deferiprone	Chelating agent
1437	22.56	cp	BRD-K44779798	miglitol	Glucosidase inhibitor
1438	22.54	cp	BRD-K68997413	PF-3845	FAAH inhibitor
1439	22.52	cp	BRD-K99616396	motesanib	KIT inhibitor
1440	22.52	cp	BRD-K56403959	ZK-756326	CC chemokine receptor ligand
1446	22.4	cp	BRD-K21853356	RG-14620	EGFR inhibitor
1447	22.36	cp	BRD-K43068349	AMG-9810	TRPV antagonist
1458	22.15	cp	BRD-K81783531	VX-222	HCV inhibitor
1460	22.13	cp	BRD-K96799727	pifithrin-mu	HSP inhibitor
1463	22.06	cp	BRD-A09062839	amylocaine	Local anesthetic
1464	22.04	cp	BRD-K92991072	PAC-1	Caspase activator
1466	21.91	cp	BRD-K59058766	chlorprothixene	Dopamine receptor antagonist
1479	21.6	cp	BRD-K07507905	BRL-37344	Adrenergic receptor agonist
1481	21.58	cp	BRD-K13049116	BMS-754807	IGF-1 inhibitor
1485	21.45	cp	BRD-A18763547	BAX-channel-blocker	Cytochrome C release inhibitor
1487	21.39	cp	BRD-K26015241	ODQ	Guanylyl cyclase inhibitor
1489	21.36	cp	BRD-K11636097	JNJ-7706621	CDK inhibitor
1490	21.36	cp	BRD-K42142750	retrorsine	Antimitotic
1491	21.33	cp	BRD-A88774919	doxycycline	Bacterial 30S ribosomal subunit inhibitor
1493	21.3	cp	BRD-A37837077	cyclazosin	Adrenergic receptor antagonist
1499	21.14	cp	BRD-K37691127	hinokitiol	Tyrosinase inhibitor
1500	21.12	cp	BRD-K30296925	flavokavain-b	Antineoplastic
1501	21.12	cp	BRD-K67680372	CI-966	GAT inhibitor
1503	21.08	cp	BRD-K45479396	BP-554	Serotonin receptor agonist
1506	21.03	cp	BRD-A42423104	benproperine	Antitussive
1520	20.71	cp	BRD-K12244279	MEK1-2-inhibitor	MEK inhibitor
1524	20.64	cp	BRD-A14208071	oxyphenonium	Cholinergic receptor antagonist
1525	20.62	cp	BRD-A10969569	ambelline	Plant alkaloid
1526	20.55	cp	BRD-K57080016	selumetinib	MEK inhibitor
1528	20.42	cp	BRD-K20920669	cromoglicic-acid	Immunosuppressant
1531	20.38	cp	BRD-K08132273	tyrphostin	EGFR inhibitor
1534	20.34	cp	BRD-K25310650	ormetoprim	Bacterial antifolate
1536	20.32	cp	BRD-K24201553	SB-269970	Serotonin receptor antagonist
1537	20.32	cp	BRD-K86204871	terconazole	Sterol demethylase inhibitor
1553	20.03	cp	BRD-A50311610	meclozine	CAR agonist
1556	19.97	cp	BRD-K03816923	rottlerin	MAP kinase inhibitor
1558	19.88	cp	BRD-A93206962	L-755507	Adrenergic receptor agonist
1562	19.82	cp	BRD-A35989968	megestrol	Progesterone receptor agonist
1564	19.8	cp	BRD-K28360340	TW-37	BCL inhibitor
