Rank	Score	Type	ID	Name	Description
183	74.31	cp	BRD-K90864987	cobalt(II)-chloride	HSP inducer
186	74.2	cp	BRD-U51951544	ZG-10	JNK inhibitor
187	74.18	cp	BRD-K53414658	tivozanib	VEGFR inhibitor
188	74.17	cp	BRD-K97118047	4,5,6,7-tetrabromobenzotriazole	Casein kinase inhibitor
189	74.01	cp	BRD-K01648091	LE-300	Dopamine receptor antagonist
206	72.12	cp	BRD-A91555231	norepinephrine	Adrenergic receptor agonist
208	71.8	cp	BRD-K12357156	AG-490	EGFR inhibitor
210	71.43	cp	BRD-K80725821	RS-16566	Serotonin receptor antagonist
213	71.36	cp	BRD-K01253243	SB-590885	RAF inhibitor
214	71.34	cp	BRD-A13122391	triptolide	RNA polymerase inhibitor
217	71.21	cp	BRD-K84709232	caffeic-acid	Lipoxygenase inhibitor
223	70.32	cp	BRD-K22009844	phenprobamate	Muscle relaxant
225	70.31	cp	BRD-K43149758	myricetin	Androgen receptor agonist
228	69.95	cp	BRD-K39944607	ochratoxin-a	Phenylalanyl tRNA synthetase inhibitor
232	69.37	cp	BRD-K28863208	PNU-282987	Cholinergic receptor agonist
236	69.1	cp	BRD-K63606607	bufalin	ATPase inhibitor
255	67.38	cp	BRD-K94887716	TFMPP	Serotonin receptor agonist
257	67.07	cp	BRD-K62363391	dapsone	Bacterial antifolate
267	65.75	cp	BRD-K09537769	NU-7026	DNA dependent protein kinase inhibitor
268	65.41	cp	BRD-K33583600	isoliquiritigenin	Guanylate cyclase activator
281	63.98	cp	BRD-K82731415	olomoucine	CDK inhibitor
283	63.61	cp	BRD-K50866992	tropisetron	Serotonin receptor antagonist
287	63.26	cp	BRD-A80574334	oxalomalic-acid	Isocitrate dehydrogenase inhibitor
297	62.47	cp	BRD-K51671335	sulpiride	Dopamine receptor antagonist
301	62.13	cp	BRD-K92492521	LY-255283	Leukotriene receptor antagonist
302	62.11	cp	BRD-K12102668	nialamide	Monoamine oxidase inhibitor
312	61.13	cp	BRD-U82589721	HG-5-113-01	Protein kinase inhibitor
317	60.65	cp	BRD-K11927976	ER-27319	Mediator release inhibitor
321	60.09	cp	BRD-K75641298	metoclopramide	Dopamine receptor antagonist
325	59.85	cp	BRD-A85860691	chaetocin	Histone lysine methyltransferase inhibitor
327	59.67	cp	BRD-K14441456	tyrphostin-AG-556	EGFR inhibitor
329	59.01	cp	BRD-K82846253	repaglinide	Insulin secretagogue
334	58.59	cp	BRD-K86003836	flubendazole	Tubulin inhibitor
342	58.28	cp	BRD-A15914070	4-hydroxy-2-nonenal	Cytotoxic lipid peroxidation product
345	58	cp	BRD-K34776109	glimepiride	Insulin secretagogue
355	57.24	cp	BRD-K63784565	BRD-K63784565	Topoisomerase inhibitor
362	56.83	cp	BRD-A43974575	tranylcypromine	Monoamine oxidase inhibitor
364	56.62	cp	BRD-K26134695	calpeptin	Calpain inhibitor
365	56.55	cp	BRD-K10016611	pyridine-2-aldoxime	Acetylcholinesterase inhibitor
367	56.45	cp	BRD-K19894101	MST-312	Telomerase inhibitor
376	55.73	cp	BRD-A22769835	homochlorcyclizine	Antihistamine
384	55.23	cp	BRD-K41445866	alfaxalone	Chloride channel agonist
386	55.03	cp	BRD-A14798026	mestranol	Estrogen receptor agonist
391	54.69	cp	BRD-A13807286	HA-14-1	BCL inhibitor
393	54.58	cp	BRD-K07888196	tyrphostin-AG-538	IGF-1 inhibitor
396	54.49	cp	BRD-K48692744	NU-1025	PARP inhibitor
401	54.43	cp	BRD-K51967704	BIIB021	HSP inhibitor
404	54.38	cp	BRD-K63915849	AS-604850	PI3K inhibitor
405	54.37	cp	BRD-K79090631	CGP-60474	CDK inhibitor
407	54.23	cp	BRD-K19605405	ZM-241385	Adenosine receptor antagonist
409	54.19	cp	BRD-K14765469	vesamicol	Acetylcholinesterase inhibitor
410	53.88	cp	BRD-K23922020	arecaidine	Acetylcholine receptor agonist
419	53.26	cp	BRD-A08187463	racecadotril	Enkephalinase inhibitor
427	52.7	cp	BRD-A26097136	bulleyaconitine-a	Non-opiod analgesic
429	52.69	cp	BRD-K87909389	alvocidib	CDK inhibitor
434	52.41	cp	BRD-K04548931	pidorubicine	Topoisomerase inhibitor
435	52.23	cp	BRD-A68888262	azelastine	Histamine receptor antagonist
437	52.11	cp	BRD-K69840642	ISOX	HDAC inhibitor
439	51.9	cp	BRD-K12867552	THM-I-94	HDAC inhibitor
442	51.58	cp	BRD-A23637604	oxymetholone	Androgen receptor agonist
446	51.41	cp	BRD-K97309399	thiothixene	Dopamine receptor antagonist
452	50.76	cp	BRD-K93918653	quizartinib	FLT3 inhibitor
463	49.9	cp	BRD-K83794624	pirarubicin	Topoisomerase inhibitor
466	49.78	cp	BRD-K65786282	CGP-7930	GABA receptor modulator
468	49.74	cp	BRD-K07325606	hispidin	PKC inhibitor
471	49.67	cp	BRD-K41337261	ZM-306416	ABL inhibitor
473	49.65	cp	BRD-K15262564	mupirocin	Isoleucyl-tRNA synthetase inhibitor
477	49.33	cp	BRD-K05181463	L-741626	Dopamine receptor antagonist
478	49.32	cp	BRD-A04308630	genipin	Choleretic agent
479	49.2	cp	BRD-K74761218	WT-171	HDAC inhibitor
482	49.13	cp	BRD-K35723520	darinaparsin	Apoptosis stimulant
491	48.54	cp	BRD-K28115081	apafant	Platelet activating factor receptor antagonist
494	48.33	cp	BRD-K96354014	nifedipine	Calcium channel blocker
496	48.2	cp	BRD-K67844266	MLN-4924	Nedd activating enzyme inhibitor
497	48.16	cp	BRD-K43978949	PIT	Purinergic receptor antagonist
499	48.11	cp	BRD-A95096829	PNU-96415E	Dopamine receptor antagonist
502	47.96	cp	BRD-K91623615	ABT-751	Tubulin inhibitor
504	47.91	cp	BRD-K94270326	ecopipam	Dopamine receptor antagonist
507	47.8	cp	BRD-K50325075	UCL-2077	Slow after hyperpolarization channel blocker
509	47.55	cp	BRD-K57886322	fluocinonide	Glucocorticoid receptor agonist
516	47.26	cp	BRD-A18497530	5-iodotubercidin	Adenosine kinase inhibitor
518	47.04	cp	BRD-A73909368	dactinomycin	RNA polymerase inhibitor
519	46.97	cp	BRD-A47706533	L-BSO	Glutathione transferase inhibitor
520	46.92	cp	BRD-K23875128	RHO-kinase-inhibitor-III[rockout]	Rho associated kinase inhibitor
524	46.73	cp	BRD-K71823332	epothilone-a	Microtubule stabilizing agent
527	46.41	cp	BRD-A47144777	dihydro-7-desacetyldeoxygedunin	HSP inhibitor
532	46.16	cp	BRD-K51223576	AG-99	Tyrosine kinase inhibitor
536	45.81	cp	BRD-K31283835	tofacitinib	JAK inhibitor
538	45.61	cp	BRD-A68281735	REV-5901	Leukotriene receptor antagonist
543	45.53	cp	BRD-K99545815	PF-562271	Focal adhesion kinase inhibitor
546	45.4	cp	BRD-K67637637	olopatadine	Histamine receptor antagonist
553	45.04	cp	BRD-K67566344	KU-0063794	MTOR inhibitor
559	44.57	cp	BRD-K36009368	NNC-63-0532	Opioid receptor agonist
563	44.35	cp	BRD-K94649603	taxifolin	Opioid receptor antagonist
564	44.34	cp	BRD-K69650333	idarubicin	Topoisomerase inhibitor
568	44.2	cp	BRD-K06543683	bisindolylmaleimide-ix	CDK inhibitor
570	44.08	cp	BRD-A55594068	vinblastine	Microtubule inhibitor
571	44.03	cp	BRD-K17497770	butein	EGFR inhibitor
574	43.99	cp	BRD-K11373525	ZD-7155	Angiotensin receptor antagonist
576	43.93	cp	BRD-K55424922	anpirtoline	Serotonin receptor agonist
586	43.29	cp	BRD-K02123250	JNJ-38877605	Tyrosine kinase inhibitor
592	42.95	cp	BRD-A52326238	isogedunin	HSP inhibitor
594	42.82	cp	BRD-K59419204	AM-281	Cannabinoid receptor antagonist
597	42.72	cp	BRD-K54316499	tolterodine	Acetylcholine receptor antagonist
600	42.69	cp	BRD-K36864847	BD-1047	Adrenergic receptor antagonist
601	42.63	cp	BRD-K71860425	CDK2-5-inhibitor	CDK inhibitor
609	42.08	cp	BRD-K02867583	minaprine	Serotonin reuptake inhibitor
619	41.28	cp	BRD-K50384076	7,4'-dihydroxyflavone	Opioid receptor antagonist
620	41.27	cp	BRD-K32536677	AGK-2	SIRT inhibitor
624	40.9	cp	BRD-K36324071	NF-449	Purinergic receptor antagonist
625	40.86	cp	BRD-K22662435	ganciclovir	DNA polymerase inhibitor
628	40.8	cp	BRD-K73991644	isoquercetin	Aldose reductase inhibitor
631	40.78	cp	BRD-K74733595	APHA-compound-8	HDAC inhibitor
638	40.47	cp	BRD-K99291625	SB-203580	p38 MAPK inhibitor
640	40.44	cp	BRD-A67862938	naftidrofuryl	Adrenergic receptor antagonist
642	40.22	cp	BRD-A42831637	tetrahydrocannabinol-7-oic-acid	Anti-inflammatory
644	40.19	cp	BRD-A72703248	SKF-96365	Calcium channel blocker
645	40.07	cp	BRD-K02283807	GR-32191	Thromboxane receptor antagonist
646	40.05	cp	BRD-A98299281	velnacrine	cholinesterase inhibitor
648	40.01	cp	BRD-K72093121	vidarabine	Antiviral
650	39.89	cp	BRD-A33711280	metixene	Acetylcholine receptor antagonist
654	39.77	cp	BRD-K32412559	morphothebaine	Adrenergic receptor antagonist
655	39.73	cp	BRD-K84175871	pseudoephedrine	Adrenergic receptor agonist
663	39.43	cp	BRD-A72596465	GW-6471	PPAR receptor antagonist
667	39.24	cp	BRD-K16336526	capsaicin	TRPV agonist
668	39.24	cp	BRD-K14791739	fluticasone	Glucocorticoid receptor agonist
673	38.97	cp	BRD-K11801786	trimidox	Ribonucleotide reductase inhibitor
674	38.93	cp	BRD-K12260308	xanthoxyline	Antifungal
678	38.73	cp	BRD-K69556541	ryanodine	Calcium channel blocker
685	38.32	cp	BRD-K08703257	3-amino-benzamide	PARP inhibitor
686	38.3	cp	BRD-K92758126	gibberellic-acid	NFkB pathway inhibitor
693	37.87	cp	BRD-K26573499	DMAB-anabaseine	Adrenergic receptor agonist
697	37.59	cp	BRD-K77677632	SB-200646	Serotonin receptor antagonist
700	37.43	cp	BRD-A90799790	isradipine	Calcium channel blocker
703	37.24	cp	BRD-A01593789	chlormadinone	5-alpha reductase inhibitor
704	37.2	cp	BRD-K09436313	prostaglandin	Prostanoid receptor antagonist
708	37.16	cp	BRD-K04430056	7-nitroindazole	nitric oxide synthase inhibitor
709	37.15	cp	BRD-A49225603	alimemazine	Histamine receptor agonist
710	37.09	cp	BRD-A07000685	hydrocortisone	Glucocorticoid receptor agonist
713	37.07	cp	BRD-K59851896	calycanthine	GABA release inhibitor
714	37.04	cp	BRD-A16934955	nalbuphine	Opioid receptor agonist
719	36.88	cp	BRD-A41112154	oleanolic-acid	G protein-coupled receptor agonist
720	36.87	cp	BRD-K85603128	resorcinol	Phosphodiesterase inhibitor
723	36.82	cp	BRD-K94379058	BML-190	Cannabinoid receptor inverse agonist
730	36.69	cp	BRD-A26845397	isamoltan	Adrenergic receptor antagonist
731	36.67	cp	BRD-K04010869	prostaglandin-a1	HSP inducer
737	36.49	cp	BRD-A35338386	NECA	Adenosine receptor agonist
740	36.18	cp	BRD-K21733600	rofecoxib	Cyclooxygenase inhibitor
742	36.12	cp	BRD-K28428262	brivanib	FGFR inhibitor
744	36.07	cp	BRD-K37206356	rhamnetin	HDAC inhibitor
746	36.02	cp	BRD-U94846492	quinine	Hemozoin biocrystallization inhibitor
752	35.87	cp	BRD-K14696368	9-methyl-5H-6-thia-4,5-diaza-chrysene-6,6-dioxide	NFkB pathway inhibitor
753	35.82	cp	BRD-K13642330	cosmosiin	Cytochrome P450 inhibitor
754	35.77	cp	BRD-A60245366	AS-601245	JNK inhibitor
757	35.76	cp	BRD-K41410256	balsalazide	Cyclooxygenase inhibitor
761	35.49	cp	BRD-K18194590	mephentermine	Adrenergic receptor agonist
762	35.49	cp	BRD-K12762134	XAV-939	Tankyrase inhibitor
765	35.36	cp	BRD-A91452556	estradiol-cypionate	Estrogen receptor agonist
771	35.08	cp	BRD-A77722753	hydralazine	Vasodilator
776	34.91	cp	BRD-A03359064	ICI-89406	Adrenergic receptor antagonist
777	34.84	cp	BRD-K49519144	LY-2140023	Glutamate receptor agonist
781	34.77	cp	BRD-A99411506	esculin	Antioxidant
782	34.77	cp	BRD-A78322124	dobutamine	Adrenergic receptor agonist
783	34.53	cp	BRD-K76274772	MAPP-D-erythro	Ceramidase inhibitor
787	34.15	cp	BRD-K68191783	ALW-II-38-3	Ephrin inhibitor
794	33.93	cp	BRD-K93331255	lypressin	Vasopressin receptor agonist
796	33.87	cp	BRD-K33204703	AG-370	PDGFR receptor inhibitor
797	33.84	cp	BRD-K04111260	raclopride	Dopamine receptor antagonist
799	33.68	cp	BRD-K69032158	diprotin-a	Dipeptidyl peptidase inhibitor
804	33.58	cp	BRD-A35108200	dexamethasone	Glucocorticoid receptor agonist
806	33.49	cp	BRD-K29582677	flunarizine	Calcium channel blocker
808	33.41	cp	BRD-K43389675	daunorubicin	RNA synthesis inhibitor
809	33.39	cp	BRD-K33882852	ZK-93423	Benzodiazepine receptor agonist
810	33.34	cp	BRD-K36627727	tamibarotene	Retinoid receptor agonist
812	33.25	cp	BRD-A56020723	CA-074-Me	Cathepsin inhibitor
813	33.19	cp	BRD-K05804044	AZ-628	RAF inhibitor
814	33.11	cp	BRD-K47278471	diphenhydramine	Histamine receptor antagonist
816	33.1	cp	BRD-A55815733	phylloquinone	Vitamin K
818	33.05	cp	BRD-A09533288	verapamil	Calcium channel blocker
821	32.97	cp	BRD-K13390322	AT-7519	CDK inhibitor
822	32.96	cp	BRD-A81866333	CGS-21680	Adenosine receptor agonist
824	32.93	cp	BRD-K12513978	fenbufen	Cyclooxygenase inhibitor
825	32.92	cp	BRD-K60640630	mometasone	Glucocorticoid receptor agonist
828	32.66	cp	BRD-U97083655	teicoplanin	Bacterial cell wall synthesis inhibitor
830	32.51	cp	BRD-A44551378	LFM-A12	EGFR inhibitor
834	32.42	cp	BRD-K47943470	tyrphostin-51	EGFR inhibitor
835	32.28	cp	BRD-K45401373	betulinic-acid	Apoptosis stimulant
849	31.62	cp	BRD-K73293050	WZ-3146	EGFR inhibitor
850	31.61	cp	BRD-K03557653	sappanone-a	Tyrosinase inhibitor
856	31.35	cp	BRD-K18799075	BAY-59-3074	Cannabinoid receptor partial agonist
857	31.29	cp	BRD-K13810148	givinostat	HDAC inhibitor
858	31.29	cp	BRD-K95785537	PP-2	SRC inhibitor
864	30.82	cp	BRD-K34170797	fexaramine	FXR agonist
869	30.58	cp	BRD-K31792052	pifithrin	Interleukin receptor antagonist
871	30.5	cp	BRD-K00675675	CL-82198	Metalloproteinase inhibitor
872	30.49	cp	BRD-K26373640	IKK-2-inhibitor	IKK inhibitor
873	30.49	cp	BRD-A80641450	FR-139317	Endothelin receptor antagonist
876	30.33	cp	BRD-K15842202	eudesmic-acid	-666
879	30.23	cp	BRD-A08877921	cephalotaxine	Protein synthesis inhibitor
880	30.2	cp	BRD-K88868628	iodoacetic-acid	Cysteine peptidase inhibitor
881	30.19	cp	BRD-K82216340	medroxyprogesterone	progesterone receptor agonist
882	30.18	cp	BRD-A68589262	troxipide	Glucosamine synthetase stimulant
884	30.04	cp	BRD-A43849199	karakoline	Phytotoxin
891	29.69	cp	BRD-K46556543	canrenoic-acid	Mineralocorticoid receptor antagonist
892	29.61	cp	BRD-K38615104	A-443644	AKT inhibitor
894	29.55	cp	BRD-K75532464	FTI-276	Farnesyltransferase inhibitor
895	29.49	cp	BRD-K52522949	NCH-51	HDAC inhibitor
901	29.23	cp	BRD-A11135865	nor-binaltorphimine	Opioid receptor antagonist
902	29.18	cp	BRD-K41170226	deoxycholic-acid	G protein-coupled receptor agonist
906	29	cp	BRD-K89626439	sirolimus	MTOR inhibitor
907	28.97	cp	BRD-A59174698	ritodrine	Adrenergic receptor agonist
908	28.97	cp	BRD-K68620903	dydrogesterone	Progesterone receptor agonist
914	28.85	cp	BRD-K10870738	CDC	Lipoxygenase inhibitor
916	28.77	cp	BRD-A73605923	mocimycin	Protein synthesis inhibitor
917	28.77	cp	BRD-K29673530	hypericin	Tyrosine kinase inhibitor
918	28.76	cp	BRD-K78373679	RO-3306	CDK inhibitor
919	28.75	cp	BRD-A11702965	chromomycin-a3	DNA binding agent
920	28.74	cp	BRD-K11399644	phenformin	AMPK activator
921	28.73	cp	BRD-K93080877	Ala-Ala-Phe-CMK	Tripeptidyl peptidase inhibitor
927	28.58	cp	BRD-K54411430	robustic-acid	cAMP inhibitor
934	28.22	cp	BRD-A65440446	cimaterol	Adrenergic receptor agonist
938	28.09	cp	BRD-K92678294	irilin-a	Isoflavone
952	27.64	cp	BRD-K75478907	GS-39783	GABA receptor modulator
955	27.5	cp	BRD-K02607075	tubocurarine	Acetylcholine receptor antagonist
957	27.32	cp	BRD-K97810537	beclometasone	Glucocorticoid receptor agonist
960	27.15	cp	BRD-K91315211	betahistine	Histamine receptor agonist
970	26.75	cp	BRD-A73581086	ergometrine	Adrenergic receptor agonist
972	26.74	cp	BRD-K71799949	carbamazepine	Carboxamide antiepileptic
982	26.42	cp	BRD-K34415467	trimethobenzamide	Histamine receptor antagonist
983	26.32	cp	BRD-K15196155	IBC-293	Hydroxycarboxylic acid receptor agonist
987	26.15	cp	BRD-K93095519	SJ-172550	MDM inhibitor
989	26.13	cp	BRD-K82562631	tolmetin	Cyclooxygenase inhibitor
990	26.02	cp	BRD-K81209512	AG-494	EGFR inhibitor
991	25.97	cp	BRD-K82983861	GW-0742	PPAR receptor agonist
992	25.8	cp	BRD-K72783841	tyrphostin-AG-555	EGFR inhibitor
993	25.78	cp	BRD-K17075857	chloroxine	Opioid receptor antagonist
996	25.76	cp	BRD-A52193669	withaferin-a	IKK inhibitor
997	25.74	cp	BRD-K03384561	roquinimex	Angiogenesis inhibitor
998	25.73	cp	BRD-K49027941	PSB-1115	Adenosine receptor antagonist
999	25.68	cp	BRD-K25906698	immepip	Histamine receptor agonist
1009	25.36	cp	BRD-K89125793	tinidazole	Antiprotozoal
1010	25.33	cp	BRD-A21723284	naltriben	Opioid receptor antagonist
1012	25.29	cp	BRD-A39230911	chlorphensin	Muscle relaxant
1014	25.1	cp	BRD-K10961822	latanoprost	Prostanoid receptor agonist
1015	25.09	cp	BRD-K04976539	aminogenistein	SRC inhibitor
1016	25.06	cp	BRD-K89402695	L-655240	Thromboxane receptor antagonist
1017	25.01	cp	BRD-K48869804	icilin	TRPV agonist
1019	24.92	cp	BRD-K91336023	mesulergine	Dopamine receptor agonist
1020	24.91	cp	BRD-K26863634	BIX-01338	Histone lysine methyltransferase inhibitor
1022	24.88	cp	BRD-K67261995	adipiodone	Contrast agent
1025	24.79	cp	BRD-K88759641	EMD-66684	Angiotensin receptor antagonist
1027	24.73	cp	BRD-K11636097	JNJ-7706621	CDK inhibitor
1029	24.62	cp	BRD-K22227508	targinine	Nitric oxide synthase inhibitor
1033	24.56	cp	BRD-K26818574	BIX-01294	Histone lysine methyltransferase inhibitor
1037	24.38	cp	BRD-K98684188	GSK-0660	PPAR receptor antagonist
1038	24.35	cp	BRD-A71657825	2-(biphenyl-4-ylsulfonamido)pentanedioic-acid	Matrix metalloprotease inhibitor
1040	24.33	cp	BRD-K78692225	leflunomide	Dihydroorotate dehydrogenase inhibitor
1046	24.19	cp	BRD-K45988865	tetramethylsilane	Internal standard for NMR spectroscopy
1048	24.16	cp	BRD-K03670461	tyrphostin-AG-82	EGFR inhibitor
1051	24.09	cp	BRD-K31542390	mycophenolic-acid	Dehydrogenase inhibitor
1052	24.03	cp	BRD-K33483813	actarit	Interleukin receptor agonist
1055	24.01	cp	BRD-K85030058	benactyzine	Acetylcholine receptor antagonist
1059	23.84	cp	BRD-K64800655	PHA-793887	CDK inhibitor
1060	23.83	cp	BRD-A31195449	TCB2	Serotonin receptor agonist
1064	23.76	cp	BRD-K34581968	BMS-536924	IGF-1 inhibitor
1068	23.6	cp	BRD-A79672927	tropicamide	Acetylcholine receptor antagonist
1077	23.42	cp	BRD-K25310650	ormetoprim	Bacterial antifolate
1078	23.39	cp	BRD-K21936341	oxotremorine	Acetylcholine receptor agonist
1079	23.35	cp	BRD-K20482099	rutin	Antioxidant
1080	23.32	cp	BRD-K28075147	biochanin-a	Estrogen receptor agonist
1081	23.21	cp	BRD-K31553034	zibotentan	Endothelin receptor antagonist
1084	23.14	cp	BRD-K33453211	levocabastine	Histamine receptor antagonist
1085	23.13	cp	BRD-A18917088	estradiol	Contraceptive agent
1088	23.01	cp	BRD-K02113016	olaparib	PARP inhibitor
1089	23.01	cp	BRD-A66927094	nemonapride	Dopamine receptor antagonist
1090	22.98	cp	BRD-K92731339	perindopril	ACE inhibitor
1096	22.82	cp	BRD-K52751261	TAK-715	p38 MAPK inhibitor
1097	22.81	cp	BRD-K92870997	pterostilbene	Cyclooxygenase inhibitor
1098	22.8	cp	BRD-A10355991	norketamine	Glutamate receptor antagonist
1106	22.59	cp	BRD-K81418486	vorinostat	HDAC inhibitor
1107	22.58	cp	BRD-K99595596	salsolinol	Monoamine oxidase inhibitor
1109	22.55	cp	BRD-K95851186	CGP-13501	GABA receptor modulator
1110	22.54	cp	BRD-K30570479	VU-0400195-3	Glutamate receptor modulator
1115	22.42	cp	BRD-K82746043	navitoclax	BCL inhibitor
1116	22.41	cp	BRD-K82091397	SB-239063	p38 MAPK inhibitor
1117	22.36	cp	BRD-A51382177	fosinopril	ACE inhibitor
1119	22.25	cp	BRD-A12016240	LY-278584	Serotonin receptor antagonist
1120	22.25	cp	BRD-A68631409	evodiamine	ATPase inhibitor
1121	22.22	cp	BRD-K00312224	PPT	Estrogen receptor agonist
1122	22.19	cp	BRD-K04170657	psoromic-acid	Ras GTPase inhibitor
1123	22.17	cp	BRD-A49358627	ciprofibrate	PPAR receptor agonist
1125	22.15	cp	BRD-A61858259	CAY-10415	Insulin sensitizer
1126	22.14	cp	BRD-K54142781	cirazoline	Adrenergic receptor agonist
1128	22.1	cp	BRD-A32161980	carbetocin	Oxytocin receptor agonist
1129	22.08	cp	BRD-K89055274	alverine	Muscle relaxant
1130	22.07	cp	BRD-A39255369	DCPIB	Chloride channel blocker
1132	21.97	cp	BRD-A88254928	salbutamol	Adrenergic receptor agonist
1135	21.9	cp	BRD-K02526760	QS-11	ARFGAP inhibitor
1137	21.85	cp	BRD-A00100033	nifurtimox	DNA inhibitor
1139	21.82	cp	BRD-K89687904	PKCbeta-inhibitor	PKC inhibitor
1143	21.65	cp	BRD-K52735702	cefdinir	Bacterial cell wall synthesis inhibitor
1144	21.64	cp	BRD-A18043272	phensuximide	Succinimide antiepileptic
1145	21.63	cp	BRD-K67174588	toremifene	Estrogen receptor antagonist
1147	21.58	cp	BRD-K11630072	carmofur	Thymidylate synthase inhibitor
1149	21.54	cp	BRD-K92301463	16,16-dimethylprostaglandin-e2	Prostanoid receptor agonist
1151	21.51	cp	BRD-K89152108	liothyronine	Thyroid hormone stimulant
1152	21.48	cp	BRD-K78959463	FPL-64176	Calcium channel activator
1154	21.4	cp	BRD-A74907996	equol	Estrogen receptor agonist
1155	21.36	cp	BRD-K09635134	l-erythro-MAPP	negative control for D-erythro-MAPP
1156	21.33	cp	BRD-A39268308	epibatidine	Acetylcholine receptor agonist
1157	21.33	cp	BRD-K62736196	guanabenz	-666
1158	21.32	cp	BRD-K96809896	SKF-86002	p38 MAPK inhibitor
1161	21.16	cp	BRD-K12516989	zaprinast	Phosphodiesterase inhibitor
1162	21.13	cp	BRD-K64614248	salicin	Anti-inflammatory
1163	21.12	cp	BRD-K11742128	triprolidine	Histamine receptor antagonist
1166	21.02	cp	BRD-K26674531	GR-235	Estrogen receptor agonist
1167	20.99	cp	BRD-K46068882	eugenitol	Bacterial quorum sensing inhibitor
1174	20.87	cp	BRD-K22010301	JLK-6	Gamma secretase inhibitor
1176	20.8	cp	BRD-K50398167	meclofenamic-acid	Cyclooxygenase inhibitor
1177	20.8	cp	BRD-K00317371	RITA	MDM inhibitor
1178	20.75	cp	BRD-K81225797	SCH-58261	Adenosine receptor antagonist
1183	20.66	cp	BRD-K10176267	L-701252	Glutamate receptor antagonist
1185	20.64	cp	BRD-A73859745	glycodeoxycholic-acid	Apoptosis stimulant
1189	20.54	cp	BRD-K63945320	dihydrosamidin	Phospholipase inhibitor
1190	20.49	cp	BRD-A32949107	MRS-1845	Calcium channel blocker
1191	20.47	cp	BRD-K06159959	CCMQ	Inhibitor of the binding of homoquinolinic acid to non-NMDA sensitive sites
1192	20.47	cp	BRD-K78294846	osthol	Calcium channel blocker
1194	20.4	cp	BRD-K34330170	rotenonic-acid	Retinoid receptor antagonist
1198	20.31	cp	BRD-A19661776	mianserin	Serotonin receptor antagonist
1201	20.24	cp	BRD-U44618005	WH-4023	SRC inhibitor
1202	20.22	cp	BRD-K47150025	KI-8751	VEGFR inhibitor
1204	20.19	cp	BRD-A54029483	IRL-2500	Endothelin receptor antagonist
1205	20.15	cp	BRD-A18620900	estriol	Estrogen receptor agonist
1206	20.13	cp	BRD-A90515964	guaifenesin	Expectorant
1211	20.01	cp	BRD-K55703048	latrepirdine	Glutamate receptor antagonist
1213	19.88	cp	BRD-K52459643	prostaglandin-e1	Prostanoid receptor agonist
1226	19.6	cp	BRD-K65814004	diphenyleneiodonium	Nitric oxide synthase inhibitor
1229	19.56	cp	BRD-A94756469	digoxin	ATPase inhibitor
1230	19.5	cp	BRD-K29653726	topiramate	Carbonic anhydrase inhibitor
1231	19.5	cp	BRD-K86191271	cytosporone-b	NUR77 receptor agonist
1232	19.49	cp	BRD-K02581333	protein-tyrosine-phosphatase-inhibitor-IV	Tyrosine phosphatase inhibitor
1233	19.47	cp	BRD-K05658747	raltegravir	HIV integrase inhibitor
